text,rankings,y_true,raw_results
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: did emma watson have plastic surgery
Passage 1: Emma Watson Plastic Surgery Before And After Photos. She’s one of those celebrities who grew up on camera and rose to prominence in her early days. Lots of actress and celebrities choose the knife and scalpel treatment to look camera-ready and to gather eyes all around the world.
Passage 2: Emma Watson Before and After Plastic Surgery Photos. Emma Watson hardly needs an introduction. As a kid at the age of 6, Emma had already decided to become an actress. She was lucky enough to get a dream launch pad in the form of Harry Potter and the Philosopher’s tone (2001). The actress became a regular face on the big screen since the young age of 11.
Passage 3: Emma has never shied away from experimenting with her looks. Since she has almost always remained in the public eye, any change in her looks gets instantly noted by fans and experts. Still there have never been any major plastic surgery rumors about the young actress. However some really subtle changes have been noted in the shape of her nose suggesting that Emma went for a Rhinoplasty. As a child Emma’s nose was quite different from what it has been in the recent years.
Passage 4: To accurately code for excision of a skin lesion, you need to be able to extract from the documentation the answers to three very important questions:
Passage 5: Intellicast.com: The Authority in Expert Weather Oneida, Tennessee weather conditions and forecast (37841). Today's Oneida, Tennessee weather report: current observations, hourly forecast, 10-day forecast calendar and chart. Intellicast.com The Authority in Expert Weather Weather Emails Alerts Hurricanes Help

## Ranking: 1, 2, 3, 4, 5","[3, 1, 2, 4, 5]","[1, 2, 3, 4, 5]","3, 1, 2, 4, 5"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what causes overproduction of cortisol
Passage 1: Decorative Garage Door Carriage House Hardware ( 2 Sets) Two ( 2 ) sets of stamped steel Carriage House hardware in a black powder coated finish. Repairs, adjustments, and removals on garage doors be made by a qualified garage door technician.
Passage 2: The adrenal gland has a center gland (medulla) that produces adrenaline and an outer gland (the cortex) that produces several hormones, such as cortisol an aldosterone. This page is about cortisol overproduction by the adrenal cortex.Causes of Cushing's Syndrome.t is now known that these symptoms characterize Cushing's syndrome, which is the result of excess production of cortisol by the adrenal glands. Cortisol is a powerful steroid hormone, and excess cortisol has detrimental effects on many cells throughout the body.
Passage 3: Cushing’s Syndrome is a disease caused by an excess of cortisol production or by excessive use of cortisol or other similar steroid (glucocorticoid) hormones. Cortisol is a normal hormone produced in the outer portion, or cortex, of the adrenal glands, located above each kidney.ll of these effects together are called Cushing’s Syndrome. Spontaneous overproduction of cortisol in the adrenals is divided into two groups – those due to an excess of ACTH and those that are independent of ACTH.
Passage 4: I've illustrated all of the titles in the A to Z Mysteries and the Calendar Mysteries for Random House, as well as books for Simon and Schuster, Ace Berkley, and Orchard Books. Dinosaur Train, my first book as an author and illustrator was published by Harper Collins in Fall of 2002. grew up in Bucks County Pennsylvania. I always enjoyed picture books by Maurice Sendak, watching Bugs Bunny cartoons and reading Mad magazine. And I always enjoyed drawing cartoons of everyone I knew.
Passage 5: Cushing's syndrome is the result of excessive corticosteroids in the body. The main cause is overproduction of adrenocorticotropin hormone (ACTH) in the pituitary gland.ACTH causes the adrenal glands to produce corticosteroids, so too much of ACTH means too much of corticosteroids.ushing's syndrome is the result of excessive corticosteroids in the body. The main cause is overproduction of adrenocorticotropin hormone (ACTH) in the pituitary gland.

## Ranking: 5, 2, 3, 4, 1","[2, 3, 5, 1, 4]","[5, 2, 3, 4, 1]","2,3,5,1,4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: loaf of bread cost
Passage 1: Whether it has to be there overnight or within a couple of days, you have options. Get packaging supplies and tips, plus all the other shipping support you need at this FedEx location at 100 Old County Circle in Windsor Locks, Connecticut.1  Location Details.et packaging supplies and tips, plus all the other shipping support you need at this FedEx location at 100 Old County Circle in Windsor Locks, Connecticut.
Passage 2: Outcomes from myomectomy may include: 1  Symptom relief. After myomectomy surgery, most women experience relief of bothersome signs and symptoms, such as excessive menstrual bleeding and pelvic pain and pressure. 2  Fertility improvement. Removing submucosal fibroids by hysteroscopic myomectomy can improve fertility and pregnancy outcomes.
Passage 3: Price changes from 1930 -- 2013 in prices for each 10 years over the last 80 years. 1  Average Cost Of New Home Homes. 2  Find Out The Cost of living with over 1000 prices and examples through the decades 1920's, 1930's, 1940's, 1950's, 1960's, 1970's, 1980's, 1990's. 1920's Prices. Cars , Clothes , Electrical , Food , Furniture , Homes. 1930's Prices.
Passage 4: I remember a loaf of bread costing around .89 in 1990. On sale it was cheaper depending on the kind of bread. In 2003 I was living in Chicago and the cost for a loaf of whole wheat hovered right around $2.00. Right now, when I go to the store in Kansas City a loaf of bread is $2.50 to $3.00.
Passage 5: Quick Answer. The average price of a 500 gram (slightly over 1 pound) loaf of fresh white bread is somewhere between $2.37 and $2.43 in the United States, as of 2014. The average price ranges from $2 to $4.41 in different locations in the United States. Continue Reading.

## Ranking: 4, 5, 3, 2, 1","[4, 5, 3, 1, 2]","[4, 5, 3, 2, 1]","4, 5, 3, 1, 2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: is pertussis a communicable disease
Passage 1: The Tampa Bay area has a humid subtropical climate. There are two basic seasons in the Tampa Bay area, a hot and wet season from May through October, and a mild and dry season from November through April. Nearly two-thirds of the annual precipitation falls in the months of June through September. The area is listed by the United States Department of Agriculture as being in hardiness zone 10, which is about the northern limit of where coconut palms and royal palms can be grown. Highs usually rang
Passage 2: Hull - the watertight. body of a ship or boat. Mast - a vertical pole on a ship. which supports sails or rigging. Main Deck - the lowest full deck of a. steamboat, the one closest to the water. The main deck is where the boilers, engines and most machinery is located. Boiler Deck - The deck above the. boilers and the main deck, where most. passenger accommodations are. located — cabins, saloons, etc.
Passage 3: Toxoplasma gondii is a single celled organism that is known for being the cause of toxoplasmosis, a common food born illness. T. gondii is a unicellular, parasitic protist, classified as an apicomplexan within the group alveolate.
Passage 4: Pertussis, or whooping cough, is an infectious disease caused by bacteria that is found throughout the world.Pertussis was one of the most common causes of childhood deaths prior to the availability of a vaccine.ertussis is most often spread by contact with respiratory droplets of an infected person. It is a highly communicable disease and can spread to as many as 4 out of 5 close household contacts.
Passage 5: Pertussis (Whooping Cough). Pertussis (whooping cough) is a highly contagious, vaccine-preventable respiratory disease. Pertussis most commonly affects infants and young children and can be fatal, especially in babies less than 1 year of age.Pertussis is caused by a bacteria found in the mouth, nose and throat of an infected person.he childhood vaccine is called DTaP, and the pertussis booster vaccine for adolescents and adults is called Tdap. All adolescents and adults are encouraged to get one lifetime dose of the booster vaccine.

## Ranking: 4, 5, 3, 2, 1","[4, 5, 3, 2, 1]","[4, 5, 3, 2, 1]","4, 5, 3, 2, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: weight loss encouragement
Passage 1: 1 You must be very quick at the surfs edge as razor clams can dig very quickly in the water filled fluid sand. 2  Get to the beach 1-2 hours before low tide. 3  While tapping the ground to force show, don't use the handle of your shovel or a stick that leaves a dimple in the sand that could resemble a clam show. You must be very quick at the surfs edge as razor clams can dig very quickly in the water filled fluid sand. 2  Get to the beach 1-2 hours before low tide. 3  While tapping the ground to force show, don't use the handle of your shovel or a stick that leaves a dimple in the sand that could resemble a clam show.
Passage 2: With proper maintenance, it’s possible to extend the life of an engine by a considerable amount, up to 500 hours for regular maintenance, and even up to 1,000 hours for those boaters with the utmost dedication. Maintenance and care will prolong the life of the engine, and overall, save a lot of money.
Passage 3: In a Twitter Q&A with SiriusXM Hits 1, Guetta stated that the album would be out on November 24th, and a new song will be out next Monday: I have to run! Thank you so much for your questions. New album out November 24th and new song out on Monday! – @DavidGuetta. — SiriusXM Hits 1 (@SiriusXMHits1) September 30, 2014.
Passage 4: If you cut back 200 calories a day, you won't even realize it and the weight will come off and stay off.. If you keep in mind that optimal weight loss is 1 to 2 pounds a week, you'll be less frustrated. Diet Motivation Tip 3: Expect Setbacks. Everyone is bound to give in to temptation (hello, hot fudge sundae) from time to time. The danger isn't a single splurge but letting it become an excuse for an all-out binge.
Passage 5: Now I eat grapes and berries like I used to eat chips. After I got down to 200 pounds, I started using a 10-minute Jenny Craig exercise tape. Then I worked up to harder videos, like Tae Bo, which supercharged my weight loss. After a year, I was down to 150 pounds.

## Ranking: 4, 3, 5, 2, 1","[4, 5, 2, 3, 1]","[4, 3, 5, 2, 1]","4, 5, 2, 3, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what do swollen lymph glands mean
Passage 1: Liverwurst is a general term referring to any liver sausage. Braunschweiger is a smoked liver sausage that is named after the town Braunschweig in Germany. Therefore, a Braunschweiger is a liverwurst, but not all liverwurst are Braunschweiger.
Passage 2: Swollen lymph nodes usually occur as a result of exposure to bacteria or viruses. When swollen lymph nodes are caused by an infection, this is known as lymphadenitis (lim-fad-uh-NIE-tis). Rarely, swollen lymph nodes are caused by cancer. Your lymph nodes, also called lymph glands, play a vital role in your body's ability to fight off infections. They function as filters, trapping viruses, bacteria and other causes of illnesses before they can infect other parts of your body.
Passage 3: Demand for the book spread outside of the United States. Adventures of Huckleberry Finn was eventually published on December 10, 1884, in Canada and the United Kingdom, and on February 18, 1885, in the United States.
Passage 4: We are so much more than just yearbook photos. Our seniors-only studios are cutting edge with a dream team of photographers, make up artists, hair stylists and image editors all working to give you an amazing Senior Portrait Experience.
Passage 5: With a strong Nutrient Score of B+, liverwurst is a fairly healthy food choice because it contains a considerable amount of vitamins and minerals per calorie. Despite being a good source of vitamins and minerals, it is not a food that would do a great job of satisfying your hunger. Healthiness Grade:

## Ranking: 3, 1, 4, 5, 2","[2, 1, 5, 4, 3]","[3, 1, 4, 5, 2]","2, 1, 5, 4, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: nadir sepsis definition
Passage 1: Brevard County is Florida's 25th county, established on March 14, 1844, from a segment of Mosquito County (Orange County). It was originally named St. Lucia County until the name was changed on January 6, 1855. It gains its name from Theodore Washington Brevard, State Comptroller from 1853-1861.
Passage 2: Part two will discuss the documentation challenges coders and clinical documentation specialists face, as well as how coders should assign principal diagnoses. Sepsis coding often involves some of the most complicated documentation and intricate coding guidelines for inpatient coders to decipher.
Passage 3: While a virus or bacterium can spread from person to person, the cancers they sometimes cause cannot spread from person to person. For more information about cancer-causing viruses and bacteria, see the NCI fact sheets on Helicobacter pylori and Cancer, HPV and Cancer, and Cancer Vaccines.
Passage 4: 14000 Total Acres 4 Bedrooms Add to Favorites Print. Elk Highland Ranch Colorado: Colorado cattle and recreational ranches of the stature of Elk Highland Ranch in Park County seldom come on the market.
Passage 5: Thread: Nadir sepsis. Can anyone explain what Nadir sepsis is ..Also, any resource or paper on the topic..Thanks a lot!!! Nadir Sepsis Nadir sepsis it is usually an unidentifiable cause of sepsis. Usually in neutropenic patients. And it correlates with the neutropenic nadir (7 - 10 days post chemotherapy). you need to learn how to use medical resource such as pubmed and uptodatecom.

## Ranking: 4, 2, 3, 5, 1","[5, 2, 3, 1, 4]","[4, 2, 3, 5, 1]","5, 2, 3, 1, 4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: is macular degeneration usually of the same severity in both eyes?
Passage 1: Located in Downtown San Diego, this spa hotel is within a 15-minute walk of Westfield Horton Plaza, San Diego Convention … More.
Passage 2: There are two types of AMD: dry (atrophic) and wet (neovascular or exudative). Most AMD starts as the dry type and in 10-20% of individuals, it progresses to the wet type. Age-related macular degeneration is always bilateral (i.e., occurs in both eyes), but does not necessarily progress at the same pace in both eyes. It is therefore possible to experience the wet type in one eye and the dry type in the other.
Passage 3: B. They looked like a volcano oozing lava, he thought. C. At night, he said, he could see wildfires burning in the hills. D. A 757 jumbo jet on the way home to Burlington, Vermont. Weegy: B. A 757 jumbo jet on the way home to Burlington, Vermont. is the sentence fragment.
Passage 4: Law Would Ban Some RV Holding Tank Chemicals. Editor’s Note: The California Association of RV Parks and Campgrounds(CalARVC) is strongly in favor of recently introduced legislation to ban RV holding tank products that contain several chemicals because they can disrupt septic systems and harm groundwater supplies.
Passage 5: PUBLIC TRANSPORTATION. TROLLEY. Take the Blue or the Orange line to the Civic Center stop. Horton Plaza is located just one block south. TRAIN From the San Diego Santa Fe train depot, you take either a bus, taxi or trolley to Horton Plaza. BUS Horton Plaza is served seven days a week by MTS Bus and Rail Routes and is within walking distance to the Santa Fe Depot which is served by AMTRAK and North County Transit District COASTER rail lines.

## Ranking: 2, 1, 5, 4, 3","[2, 1, 5, 4, 3]","[2, 1, 5, 4, 3]","2, 1, 5, 4, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what is a mass quizlet
Passage 1: The CPK is often elevated soon after a heart attack. Some muscle degenerating diseases also can be detected by a constantly high CPK level. It is up to your physician to determine the significance of the result. CPK can further be broken down into specific sub-enzymes called iso-enzymes. One is heart specific, one is muscle specific and so on. So if a CPK level is elevated and the cause is not known, testing for iso-enzymes can indicate what body tissue the CPK is coming from.
Passage 2: The ratio of mass to volume. Everything has density. It is how much stuff is packed into a given volume.
Passage 3: Examples of chemical change: During a chemical change, a new chemical composition and new properties are formed. Examples of chemical changes are: burning of wood, cooking of food, rusting of iron and souring of milk.
Passage 4: 2 - How long should we let the grout dry? You said you used a non-sanded grout, and if you got it from us, it should look something like this.... Polyblend non-sanded grout typically dries in 6-7 hours. The thinner the tile spacers you put in, the faster it will take the grout to dry.3 - Can we move our appliances in before we do the grouting? (For example, by laying cardboard to protect the tile) Yes and no.olyblend non-sanded grout typically dries in 6-7 hours. The thinner the tile spacers you put in, the faster it will take the grout to dry. 3 - Can we move our appliances in before we do the grouting? (For example, by laying cardboard to protect the tile) Yes and no.
Passage 5: mass screen·ing. examination of a large population to detect the manifestation of a disease in order to initiate treatment or prevent spread, as part of a public health campaign. mass screen·ing (mas skrēning) Examination of a large population to detect manifestation of disease to initiate treatment or prevent its spread. mass screening,

## Ranking: 3, 2, 4, 5, 1","[5, 2, 3, 1, 4]","[3, 2, 4, 5, 1]","5,2,3,1,4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: define pannus fold
Passage 1: It is a carryover from Lotus 1-2-3, where formulas can be entered as +123+456 instead of =123+456. Excel permits that form as well. It changes the first to the latter.But it changes +A1+B1 to =+A1+B1 for no good reason that I can think of. In any case, there is no reason to use the +A1+B1 or =+A1+B1 convention.+ isn't really necessary, it's the same as =. In older spreadsheet programs, formulas began with +, e.g. +A1+B1. For compatibility, Excel accepts formulas like that, but because formulas must begin with =, it prefixes an =.
Passage 2: Definition: A spreadsheet application is a computer program such as Excel, OpenOffice Calc, or Google Docs Spreadsheets. An electronic spreadsheet is a computer program that is used for storing, organizing and manipulating data. term related to this is worksheet which refers to a single page or sheet in a workbook. So, to put it all together, a spreadsheet program, such as Excel, is used to create workbook files that contain one or more worksheets containing columns and rows of cells of data.
Passage 3: Harriet Jacobs was born into slavery in Edenton, North Carolina, in 1813. Her father was Elijah Knox, an enslaved biracial house carpenter owned by Andrew Knox. Elijah was said to be the son of Athena Knox, who was enslaved, and a white farmer, Henry Jacobs.
Passage 4: How to Remove a Pannus. Tweet. A pannus is the medical term for a hanging flap of tissue and when the abdomen is involved, this term refers to skin and fat that fold over and hang like an apron. In general, this fold of skin develops with prolonged weight gain and obesity however, at times pregnancy can lead to the same type of tissue change.
Passage 5: Richest Areas in Los Angeles, by Zipcode Ranked by Median Household Income. Where do the highest earners live in the L.A. area? This list provides the answers. The ranking data comes from the U.S. Census Bureau and is based on median household income for the most recent year on which information is available. When new data becomes available, this list updates automatically. Share these lists with your friends or on social media.

## Ranking: 3, 2, 5, 1, 4","[4, 1, 2, 5, 3]","[3, 2, 5, 1, 4]","4, 1, 2, 5, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what does blisters and sores in the palm of your hand mean
Passage 1: ecc gynecology procedure; oracle day of week function; linux create swap file; craigslist tires; ecc gynecology abbreviation; ecc medical abbreviation; what is an ecc procedure; ecc in gynecology; organic chamomile herbal tea; genesis rehab locations nj
Passage 2: Prolonged water blister on my hand. I looked at my hand a few months ago and I had a water blister, months before that there is that same water blister and months afterwards there is still that water blister. What could be causing my hand to have this prolonged water blister? I once had a water blister on the side of one of my fingers and that wasn't prolonged. It is very small so I know that popping should not be done but it seems to occur only on my left palm and not my right which is what I use most often.
Passage 3: Dream Dictionary Blister. To dream that you have a blister signifies that you are annoyed by something. Since blisters traditionally come out of an activity which you participate in on a daily basis, or on a regular basis, this kind of dream signifies that you have been annoyed by something that has become a part of your daily activities.
Passage 4: Statement of Financial Position, also known as the Balance Sheet, presents the financial position of an entity at a given date. 1  It is comprised of the following three elements: 2  Assets: Something a business owns or controls (e.g. cash, inventory, plant and machinery, etc)
Passage 5: Could be coxsackie: Small red blisters on palms & soles can have several causes. Commonly a viral infection (coxsackie virus) causes hand-foot-mouth disease. Treatment is for symptoms. See your doctor since there are other causes which need antiboitics. ...Read more.

## Ranking: 5, 2, 4, 3, 1","[5, 2, 3, 1, 4]","[5, 2, 4, 3, 1]","5, 2, 3, 1, 4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what is causing my muscle spasms
Passage 1: The historic home of the National Building Museum stands today as one of the great American buildings of the nineteenth century and one of Washington, D.C.’s most spectacular works of public architecture.or more information about the National Building Museum's historic home, pick up a copy of National Building Museum from Scala Publishers, available at the Museum Shop or online.
Passage 2: This essential oil stimulates the thyroid activity, and balances and normalizes the function of the ovaries and the balance of hormones. Here is how to use them in order to treat hormonal imbalance:-You should mix some coconut oil with some of these essential oils and rub it on different areas of the body, to help their absorption through the skin.
Passage 3: Causes of muscle spasm. The first step to getting to the bottom of what your back is telling you and to feeling better is to determine the cause of your back muscle spasm.Muscles spasms occur: 1  As a result of the muscles trying to protect themselves from a muscle strain or sprain or. 2  In response to an underlying condition.uscle spasms in your back can be so painful that they may have you headed for the emergency room. If you experience a back muscle spasm, make sure to stop and listen to your body. Either your back is telling you not to do that activity ever again, or it's warning you that there's a more serious underlying issue.
Passage 4: 1 Spasms may affect many different types of muscles in the body, leading to many different symptoms and presentations. 2  Spasms of skeletal muscles are most common and are often due to dehydration and electrolyte abnormalities. 3  The spasm occurs abruptly, is painful, and is usually short-lived. If muscle spasms are especially painful, if they do not resolve or if they recur, medical care should be accessed to look for possible underlying causes. 2  Smooth muscles that are within the walls of hollow organs can go into spasm, causing significant pain.
Passage 5: Muscle spasms and cramps. Cramps are caused by muscle spasms, involuntary contractions of one or more muscles. In addition to the foot and calf muscles, other muscles prone to spasms include the front and back of the thigh, the hands, arms, abdomen and muscles along the ribcage.Almost everyone experiences muscle cramps, which come without warning.n addition to the foot and calf muscles, other muscles prone to spasms include the front and back of the thigh, the hands, arms, abdomen and muscles along the ribcage. Almost everyone experiences muscle cramps, which come without warning.

## Ranking: 5, 4, 3, 2, 1","[3, 4, 5, 2, 1]","[5, 4, 3, 2, 1]","3, 4, 5, 2, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what helps gas pains
Passage 1: Definition and Explanation: 1  The concept of marginal rate substitution (MRS) was introduced by Dr. J.R. Hicks and Prof. R.G.D. Allen to take the place of the concept of diminishing marginal utility. Allen and Hicks are of the opinion that it is unnecessary to measure the utility of a commodity.
Passage 2: Reducing gas production in the first place is an important step to take. But, since it's impossible to completely prevent all gas (especially if you're eating a healthy diet with fresh fruits, vegetables, grains, and beans), it's also really helpful to try and alleviate the side effects of gas.
Passage 3: 1 Heating degrades the enzyme in Beano, so adding it to foods while cooking reduces its effectiveness. 2  Beano will not help if excessive gas is caused by fiber or lactose. 3  Try activated charcoal. 4  Activated charcoal has been known to reduce and treat excess gas and bloating.
Passage 4: Work it out. Gently massage your baby, pump her legs back and forth (like riding a bike) while she is on her back, or give her tummy time (watch her while she lies on her stomach). A warm bath can also help your little one get rid of extra gas.
Passage 5: If your excessive gas is persistent or severe, consult your doctor – it could be a sign of a more serious digestive condition, such as: 1  Lactose intolerance. 2  Lactose intolerance is the inability to digest lactose, the sugar found in milk and milk products. “ 3 I test with a milk challenge,” says Bickston.

## Ranking: 4, 1, 5, 3, 2","[2, 3, 4, 5, 1]","[4, 1, 5, 3, 2]","2, 3, 4, 5, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: symptoms of a allergic reaction to food
Passage 1: Symptoms of a food allergy. The symptoms of a food allergy almost always develop a few seconds or minutes after eating the food. Some people may develop a severe allergic reaction (anaphylaxis), which can be life threatening. The most common type of allergic reaction to food is known as an IgE-mediated food allergy. Symptoms include: 1  tingling or itching in the mouth.  a raised, itchy red rash (urticarial) – in some cases, the skin can turn red and itchy, but without a raised rash.
Passage 2: A person with a food allergy can have symptoms beginning as soon as 2 minutes after eating the food, but reactions may take 1 to 2 hours to appear. Occasionally, symptoms abate quickly, only to recur in 3 to 4 hours. The most common symptoms include the following:
Passage 3: Food Allergy Overview. If you have a food allergy, your immune system overreacts to a particular protein found in that food. Symptoms can occur when coming in contact with just a tiny amount of the food. Many food allergies are first diagnosed in young children, though they may also appear in older children and adults.
Passage 4: Symptoms include: 1  tingling or itching in the mouth. 2  a raised, itchy red rash (urticarial) – in some cases, the skin can turn red and itchy, but without a raised rash. 3  swelling of the face, mouth (angioedema), throat or other areas of the body.  difficulty swallowing.
Passage 5: Allergic reactions to food normally occur within minutes of eating the trigger food, though they can sometimes appear a few hours later. Symptoms of a food allergy include: • Hives or red, itchy skin. • Stuffy or itchy nose, sneezing or itchy, teary eyes.

## Ranking: 4, 5, 1, 3, 2","[1, 2, 5, 4, 3]","[4, 5, 1, 3, 2]","1, 2, 5, 4, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: about how many different combinations of chromosomes can be produced through the random fertilization of human gametes?
Passage 1: Example of a human karyotype: 23 pairs of homologous chromosomes (one pair is the homologous 'sex' chromosomes - in this case X and Y = a boy) III. Meiosis reduces chromosome number from diploid (2n) to haploid (n) 1 diploid cell (2n) cell becomes 4 haploid (n) germ cells (eggs or sperm).
Passage 2: 1 In a human egg or sperm, there are 23 chromosomes, one of which is an X or Y.  The number of chromosomes is reduced from 46 to 23 during the process of meiosis. Fertilization of the egg by the sperm restores the diploid number of 46 chromosomes.
Passage 3: Long-term care insurance will reimburse you for whatever home care you choose, and of course you want your benefits to last as long as possible; just keep in mind the hidden costs of a private caregiver or an independent contractor and remember the benefits of using a trusted, professional caregiver from an agency to keep you safe and independent in your home, who can provide long-term home care, and a continued trustworthy relationship.
Passage 4: grading - changing the ground level to a smooth horizontal or gently sloping surface. leveling. construction, building - the act of constructing something; during the construction we had to take a detour; his hobby was the building of boats.
Passage 5: Re: CRC/Giant/Inbound errors - due to different MTU between Aruba controller and upstream switch ‎07-05-2014 02:50 pm Issue number 85529 is specifically about the S3500 and an AP135 connected to it.

## Ranking: 2, 1, 4, 5, 3","[2, 1, 5, 4, 3]","[2, 1, 4, 5, 3]","2,1,5,4,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: how many times is the word fear in the bible images
Passage 1: HCPCS Codes - Procedures, DMEs, Supplies (A0000-Z9999) 1  HCPCS - Level II is a standardized coding system that is used primarily to identify products, supplies, and services not included in the CPT codes, such as ambulance services and durable medical equipment, prosthetics, orthotics, and supplies (DMEPOS) when used outside a physician's office.
Passage 2: (36 replies). Latest news from Lindsay, TX collected exclusively by city-data.com from local newspapers, TV, and radio stations. Ancestries: German (44.3%), Irish (9.9%), English (9.8%), United States (3.4%), French (2.4%), Scotch-Irish (2.4%). Current Local Time: CST time zone. Land area: 1.11 square miles.
Passage 3: When we tackle our fears head on there is hope for a better life. In the Gospels, 125 times Jesus says something as an imperative statement like, Love Others.. These 125 statements are on a number of different topics or themes. The number one theme, which is 21 times, is a variation of Don't be afraid, Fear not, Have courage. The next closest is eight and that is the love your neighbor theme. What makes Christianity unique is that we are the Faith that teaches love.
Passage 4: I searched my default Bible, the HCSB, for do not be afraid and got just 29 hits! That didn't bode well for the internet meme. Okay, so maybe the HCSB translates this phrase in other ways, such as don't be afraid or do not fear.
Passage 5: Fear of the Lord is the beginning of wisdom, but love from the Lord is its completion. 1 of 1. I often hear people explain the fear of the Lord as a mere respect or reverence. But the Bible uses the word fear at least 300 times in reference to God, so we make a mistake when we downplay it. The subject becomes even more mysterious when we read something like 1 John 4:18 that says that perfect love expels all fear..

## Ranking: 4, 5, 2, 3, 1","[5, 4, 3, 2, 1]","[4, 5, 2, 3, 1]","5, 4, 3, 2, 1"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: is breo approved for asthma control
Passage 1: Canada Approves Breo Ellipta for Adults With Asthma. Canadian regulators have approved the dry powder combination of fluticasone furoate and vilanterol (Breo Ellipta, GlaxoSmithKline/Theravance) for once-a-day treatment of asthma in adults with reversible obstructive airways disease, GlaxoSmithKline announced last week.
Passage 2: When treating patients with asthma, only prescribe BREO ELLIPTA. for patients not adequately controlled on a long-term asthma control. medication, such as an ICS, or whose disease severity clearly. warrants initiation of treatment with both an ICS and a LABA. Once. asthma control is achieved and maintained, assess the patient at.
Passage 3: captain morgan ®. CANNON BLAST abv (35%) An intensely delicious new shot. The sweet citrus delivers a pleasing and delicious front end while providing a finish with a warming (but not overwhelming) sensation.
Passage 4: AshlynM (8323)“Great Answer” (0) Flag as… ¶. Deep wounds heal from the inside out. They form filler granular tissue that builds in layers from the wound bottom up. I’d say be really careful not to tear the or strain the wound site for at least a solid month.
Passage 5: FDA approves Glaxo, Theravance's Breo Ellipta asthma drug. The U.S. Food and Drug Administration on Thursday approved the sale of Breo Ellipta as a once-daily treatment for asthma in patients aged 18 and older, GlaxoSmithKline and Theravance Inc said. The FDA declined to approve Breo for younger asthma sufferers.

## Ranking: 2, 3, 4, 5, 1","[5, 1, 2, 3, 4]","[2, 3, 4, 5, 1]","5,1,2,3,4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what county is highland park, mi in
Passage 1: (Redirected from Highland Park, MI) Highland Park is a city in Wayne County in the State of Michigan, within Metro Detroit. The population was 11,776 at the 2010 census. The city is completely surrounded by Detroit except for a small portion that touches the city of Hamtramck, which is also surrounded by Detroit.
Passage 2: English Stirrups. Feel confident in the saddle with top-quality leathers and irons. English stirrups are used by horseback riders for additional support and stability when mounting and riding. Stirrup leathers and stirrup irons are not only functional but they also add beauty to your overall tack appearance.
Passage 3: About Medical Services. Medical Services provides routine and urgent medical care, travel medicine, immunizations, as well as sexual health services, reproductive and gynecological services, LGBTQ health care, and confidential HIV testing. Students are encouraged to make appointments online with their health care provider.
Passage 4: Highland Township, Oakland County, Michigan. There is also Highland Township, Osceola County, Michigan. Highland Charter Township is a charter township of west Oakland County in the U.S. state of Michigan. The population was 19,202 at the 2010 census. Highland is a suburb of Detroit. Highland Township was founded by pioneer families in 1835.
Passage 5: Highland Park Clerk. Find Highland Park Michigan clerk, including county, city, and circuit clerk, and clerk of court. Clerks provide information on public court records and legal documents, criminal, jail, and arrest records, marriage licenses, divorce, judicial, and probate records, businesses liens, notary services, real estate taxes and voter registration services.

## Ranking: 1, 5, 4, 2, 3","[1, 5, 4, 3, 2]","[1, 5, 4, 2, 3]","1, 5, 4, 3, 2"
